ner_tags,tokens,lnt,lnn
"['O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['o', 'mais', 'comum', 'deles', 'é', 'a', 'coca-cola', 'diet,', 'além', 'de', 'outros,', 'como', 'a', 'coca-cola', 'sem', 'cafeína,', 'a', 'coca-cola', 'diet', 'sem', 'cafeína,', 'a', 'coca-cola', 'de', 'cereja,', 'a', 'coca-cola', 'zero', 'e', 'versões', 'especiais', 'com', 'limão', 'ou', 'café.']",35,35
"['O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['a', 'palavra', 'vem', 'do', 'alemão', 'schnapps', 'ou', 'schnaps,', 'usado', 'para', 'se', 'referir', 'a', 'qualquer', 'tipo', 'de', 'aguardente,', 'particularmente', 'aquelas', 'que', 'contêm', 'teor', 'de', '32%', 'de', 'alcool.']",26,26
"['B-Drink', 'I-Drink', 'I-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['rosso', 'di', 'montalcino', '(em', 'português,', '""tinto', 'de', 'montalcino"")', 'é', 'um', 'tipo', 'de', 'vinho', 'tinto', 'produzido', 'na', 'comuna', 'de', 'montalcino,', 'na', 'província', 'de', 'siena,', 'itália.']",24,24
"['B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['pepsi', 'é', 'uma', 'marca', 'norte-americana', 'de', 'um', 'refrigerante', 'com', 'sabor', 'de', 'cola,', 'presente', 'em', 'mais', 'de', '75', 'países.']",18,18
"['O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['a', 'tiquira', 'é', 'uma', 'bebida', 'alcoólica', 'artesanal', 'típica', 'de', 'alguns', 'estados', 'do', 'nordeste', 'brasileiro', '(maranhão,', 'piauí', 'e', 'ceará).']",18,18
"['B-Drink', 'I-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['irish', 'coffee', '(ou', 'café', 'irlandês)', 'é', 'uma', 'bebida', 'a', 'base', 'de', 'café,', 'uísque', 'irlandês,', 'açúcar', 'e', 'chantilly.']",17,17
"['B-Drink', 'I-Drink', 'I-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['baileys', 'irish', 'cream', 'é', 'o', 'original', 'creme', 'de', 'licor', 'irlandês.']",10,10
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['os', 'povos', 'da', 'américa', 'pré-colombiana', 'também', 'produziam', 'hidromel,', 'tanto', 'os', 'maias', 'quanto', 'os', 'povos', 'indígenas', 'brasileiros.']",16,16
"['O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['o', 'chope', '(do', 'alemão', 'schoppen,', '""copo', 'de', 'meio', 'litro"",', 'pelo', 'francês', 'chope)', 'é', 'como', 'se', 'denomina,', 'no', 'brasil,', 'a', 'cerveja', 'não', 'pasteurizada,', 'servida', 'a', 'partir', 'de', 'barris', 'sob', 'pressão.']",29,29
"['O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'B-Drink', 'O', 'B-Drink', 'O']","['existem', 'muitos', 'tipos', 'de', 'bebidas,', 'que', 'podem', 'ser', 'divididas', 'em', 'vários', 'grupos,', 'tais', 'como', 'água', 'pura,', 'xaropes,', 'sucos', 'de', 'frutas', 'ou', 'vegetais,', 'bebidas', 'quentes,', 'refrigerantes', '(bebidas', 'gaseificadas),', 'bebidas', 'alcoólicas.']",29,29
"['O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['o', 'negroni', 'é', 'um', 'coquetel', 'feito', 'de', 'uma', 'parte', 'de', 'gim,', 'uma', 'parte', 'de', 'vermute', 'rosso', '(vermelho,', 'semidoce),', 'e', 'uma', 'parte', 'de', 'campari,', 'enfeitado', 'com', 'casca', 'de', 'laranja.']",28,28
"['B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['álcool', '(do', 'árabe', 'al-kohul)', 'é', 'uma', 'classe', 'de', 'compostos', 'orgânicos', 'que', 'possuem,', 'na', 'sua', 'estrutura,', 'um', 'ou', 'mais', 'grupos', 'de', 'hidroxilas', '(""-oh"")', 'ligados', 'a', 'carbonos', 'saturados.']",26,26
"['O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['os', 'licores', 'não', 'costumam', 'ser', 'envelhecidos', 'por', 'muito', 'tempo,', 'mas', 'podem', 'ficar', 'algum', 'tempo', 'descansando', 'até', 'que', 'atinjam', 'o', 'sabor', 'ideal.']",21,21
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O']","['apesar', 'de', 'existirem', 'outros', 'frutos', 'como', 'a', 'maçã', 'ou', 'algumas', 'bagas', 'que', 'também', 'possam', 'ser', 'fermentados,', 'os', '""vinhos""', 'resultantes', 'são', 'geralmente', 'designados', 'em', 'função', 'do', 'fruto', 'a', 'partir', 'do', 'qual', 'são', 'obtidos', '(por', 'exemplo', 'vinho-de-maçã)', 'e', 'são', 'genericamente', 'conhecidos', 'como', 'vinhos', 'de', 'frutas.']",43,43
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'I-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['no', 'entanto,', 'no', 'ano', 'de', '2017,', 'a', 'organização', 'mundial', 'de', 'saúde', 'em', 'seu', 'relatório', 'do', 'programa', 'de', 'monitoramento', 'conjunto', 'de', '2017,', 'feito', 'em', 'conjunto', 'com', 'o', 'fundo', 'das', 'nações', 'unidas', 'para', 'a', 'infância,', 'afirmou', 'que', 'o', 'número', 'de', 'pessoas', 'sem', 'acesso', 'à', 'água', 'potável', 'subiu', 'para', 'cerca', 'de', '2,1', 'bilhões,', 'ainda', 'no', 'ano', 'de', '2015.']",55,55
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O']","['mais', 'de', 'sete', 'mil', 'vinhedos', 'produzem', 'o', 'chianti', 'na', 'itália.']",10,10
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O']","['esses', 'últimos', 'passaram', 'a', 'chamar', 'suas', 'bombas', 'de', 'cesto', 'de', 'pães', 'de', 'molotov,', 'e', 'a', 'denominar', 'suas', 'bombas', 'artesanais', 'de', '""coquetéis', 'molotov"".']",22,22
"['O', 'B-Drink', 'I-Drink', 'I-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['o', 'brunello', 'di', 'montalcino', 'é', 'um', 'vinho', 'tinto', 'classificado', 'como', 'docg', '(denominação', 'de', 'origem', 'controlada', 'e', 'garantida)', 'produzido', 'na', 'região', 'da', 'toscana,', 'território', 'da', 'comuna', 'de', 'montalcino,', 'província', 'de', 'siena,', 'itália.']",31,31
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['diversas', 'regiões', 'do', 'país', 'o', 'produzem,', 'mas', 'a', 'região', 'que', 'leva', 'a', 'fama', 'de', 'fabricar', 'o', 'melhor', 'saquê', 'é', 'o', 'distrito', 'de', 'fushimi,', 'em', 'kyoto.']",25,25
"['O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['os', 'digestivos', 'podem', 'ser', 'alcoólicos,', 'como', 'alguns', 'licores,', 'ou', 'não-alcoólicos,', 'como', 'as', 'infusões.']",13,13
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'I-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['os', 'exames', 'físicos,', 'químicos', 'e', 'bacteriológicos', 'determinam', 'se', 'a', 'água', 'mineral', 'é', 'mais', 'indicada', 'para', 'consumo', 'humano', 'ou', 'banhos.']",19,19
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O']","['apesar', 'de', 'existirem', 'outros', 'frutos', 'como', 'a', 'maçã', 'ou', 'algumas', 'bagas', 'que', 'também', 'possam', 'ser', 'fermentados,', 'os', '""vinhos""', 'resultantes', 'são', 'geralmente', 'designados', 'em', 'função', 'do', 'fruto', 'a', 'partir', 'do', 'qual', 'são', 'obtidos', '(por', 'exemplo', 'vinho-de-maçã)', 'e', 'são', 'genericamente', 'conhecidos', 'como', 'vinhos', 'de', 'frutas.']",43,43
"['O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['o', 'rum', 'pode', 'também', 'ser', 'a', 'mistura', 'de', 'dois', 'ou', 'mais', 'tipos', 'de', 'rum,', 'como', 'o', 'agrícola', 'com', 'o', 'industrial,', 'o', 'de', 'alambique', 'com', 'o', 'de', 'coluna', 'de', 'destilação,', 'o', 'novo', 'com', 'o', 'envelhecido,', 'e', 'diferentes', 'combinações', 'entre', 'estes', 'tipos.']",40,40
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['este', 'dado', 'estatístico', 'ainda', 'é', 'amplamente', 'citado,', 'mas', 'tem', 'sido', 'impreciso', 'por', 'cerca', 'de', 'duas', 'décadas,', 'devido', 'à', 'queda', 'do', 'preço', 'do', 'café', 'durante', 'a', 'crise', 'do', 'produto', 'na', 'década', 'de', '1990,', 'reduzindo', 'o', 'valor', 'total', 'de', 'suas', 'exportações.']",39,39
"['O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['a', 'cerveja', '(do', 'gaulês,', 'através', 'do', 'latim', 'servisia)', 'é', 'uma', 'bebida', 'produzida', 'a', 'partir', 'da', 'fermentação', 'de', 'cereais,', 'principalmente', 'a', 'cevada', 'maltada.']",22,22
"['O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['também', 'se', 'denomina', '""leite""', 'o', 'suco', 'de', 'certas', 'plantas', 'ou', 'frutos:', 'leite', 'de', 'coco,', 'leite', 'de', 'soja,', 'de', 'arroz', 'ou', 'de', 'amêndoa.']",22,22
"['O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['a', 'sidra', 'é', 'uma', 'bebida', 'alcoólica', 'preparada', 'com', 'sumo', 'fermentado', 'de', 'maçã.']",12,12
"['B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['calvados', 'é', 'um', 'departamento', 'da', 'frança', 'localizado', 'na', 'região', 'da', 'normandia.']",11,11
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O']","['por', 'vezes,', 'o', 'termo', 'é', 'usado', 'como', 'sinônimo', 'de', 'caucasiano', 'podendo', 'referir-se', 'a', 'brancos', 'não-hispânicos', 'ou', 'especificamente', 'a', 'anglo-americanos.']",19,19
"['O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['os', 'licores', 'não', 'costumam', 'ser', 'envelhecidos', 'por', 'muito', 'tempo,', 'mas', 'podem', 'ficar', 'algum', 'tempo', 'descansando', 'até', 'que', 'atinjam', 'o', 'sabor', 'ideal.']",21,21
"['B-Drink', 'I-Drink', 'I-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['caldo', 'de', 'cana', 'ou', 'garapa', 'é', 'o', 'líquido', 'extraído', 'da', 'cana-de-açúcar', 'no', 'processo', 'de', 'moagem.']",15,15
"['B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['conhaque,', 'brandy', 'ou', 'brande,', 'é', 'uma', 'bebida', 'alcoólica', 'decorrente', 'da', 'destilação', 'de', 'vinho,', 'geralmente', 'contendo', 'cerca', 'de', '40~60%', 'de', 'graduação', 'alcoólica', 'por', 'volume.']",23,23
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O']","['no', 'processo', 'de', 'preparação', 'da', 'manteiga,', 'deve-se', 'ter', 'o', 'cuidado', 'de', 'não', 'elevar', 'muito', 'a', 'temperatura', 'porque', 'ocorre', 'a', 'diminuição', 'do', 'tamanho', 'dos', 'glóbulos', 'de', 'gordura', 'causando', 'perda', 'de', 'matéria', 'gorda,', 'que', 'fica', 'misturada', 'no', 'leitelho,', 'diminuindo', 'o', 'rendimento', 'da', 'manteiga.']",41,41
"['B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['valpolicella', 'é', 'a', 'zona', 'colinar', 'famosa', 'pelo', 'vinho', 'homônimo', 'e', 'que', 'precede', 'o', 'início', 'dos', 'pré-alpes', 'vênetos', 'na', 'província', 'de', 'verona,', 'região', 'italiana', 'do', 'vêneto.']",25,25
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O']","['o', 'rótulo', 'apresenta-se', 'com', 'fundo', 'azul', 'escuro', 'e', 'rebordo', 'dourado,', 'com', 'a', 'palavra', 'strela', 'inscrita', 'no', 'centro,', 'com', 'letras', 'brancas.']",20,20
"['B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['cachaça,', 'pinga,', 'cana', 'ou', 'caninha', 'é', 'a', 'aguardente', 'de', 'cana-de-açúcar', 'produzida', 'no', 'brasil.']",13,13
"['B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['jurema', 'sagrada', 'como', 'tradição', 'religiosa', 'é', 'uma', 'tradição', 'nordestina', 'que', 'se', 'iniciou', 'com', 'o', 'uso', 'da', 'jurema', 'pelos', 'indígenas', 'da', 'região', 'norte', 'e', 'nordeste', 'do', 'brasil,', 'tendo', 'sofrido', 'influências', 'de', 'variadas', 'origens,', 'da', 'feitiçaria', 'europeia', 'à', 'pajelança,', 'xamanismo', 'indígena,', 'passando', 'pelas', 'religiões', 'africanas,', 'pelo', 'catolicismo', 'popular,', 'e', 'até', 'mesmo', 'pelo', 'esoterismo', 'moderno,', 'psicoterapia', 'psicodélica', 'e', 'pelo', 'cristianismo', 'esotérico.']",58,58
"['O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O']","['as', 'cervejarias', 'da', 'heineken', 'estão', 'localizadas', 'em', 'zoeterwoude', 'e', 'em', ""'s-hertogenbosch"", 'e', 'o', 'seu', 'primeiro', 'prédio,', 'fechado', 'em', '1988,', 'tornou-se', 'o', 'museu', 'heineken', 'experience,', 'situado', 'em', 'amsterdã.']",27,27
"['B-Drink', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['xarope', 'osmótico', 'ou', 'simplesmente', 'xarope', '(do', 'árabe', 'sharab:', 'bebida', 'ou', 'poção,', 'relacionado', 'a', 'sciariba:', 'beber;', 'ou', 'do', 'italiano:', 'sciroppo)', 'é', 'uma', 'solução', 'concentrada', 'de', 'açúcares', '(sacarose', 'ou', 'substâncias', 'glicogênicas)', 'concentradas', 'em', '60º', 'brix', 'a', 'ser', 'diluído', 'em', 'água', 'através', 'da', 'osmose.']",41,41
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'I-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['apesar', 'dos', 'malefícios', 'causados', 'à', 'saúde', 'humana', 'e', 'das', 'milhares', 'de', 'mortes', 'que', 'o', 'álcool', 'causa', 'no', 'trânsito,', 'muitos', 'países', 'ainda', 'permitem', 'a', 'publicidade', 'de', 'bebidas', 'alcoólicas', 'e', 'o', 'álcool', 'é', 'costumeiramente', 'celebrado', 'por', 'jovens', 'e', 'pela', 'música.']",38,38
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Drink', 'O']","['atualmente,', 'é', 'encontrado', 'em', 'diferentes', 'formas', 'que', 'vão', 'desde', 'o', 'sólido,', 'como', 'o', 'chocolate', 'em', 'pó,', 'as', 'barras,', 'os', 'ovos', 'e', 'os', 'bombons,', 'e', 'líquido,', 'como', 'achocolatado', 'ou', 'chocolate', 'quente.']",30,30
